,id,document,label
0,9976970,더빙 진짜 짜증 나 목소리,0
1,3819312,흠 포스터 보 초딩 영화 줄 오버 연기 가볍 않,1
2,10265843,너무 그래서 보 것 추천 하,0
3,9045019,교도소 이야기 솔직히 재미 없 평점 조정,0
4,6483659,사이몬 익살 스럽 연기 돋보이 영화 스파이더맨 늙 보이 하 커스틴 던스트 너무나,1
5,5403919,막 걸음마 떼 세 초등학교 학년 살 용 영화 별반 개 아깝,0
6,7797314,원작 긴장감 제대로 살리 내 못하,0
7,9443947,반개 아깝 욕 나오 다 응 경 길용우 연기 생활 년 정말 발 하 납치 감금 반복 반복 드라마 가족 없 연기 못하 사람 모이,0
8,7156791,액션 없 재미 있 안 되 영화,1
9,5912145,왜 하 평점 낮 걸 꽤 보 만 하 데 헐리우드 식 하 너무 길들이 지 있,1
10,9008700,인피니트 짱 다 진짜 짱,1
11,10217543,보 때 눈물 나서 죽 90년대 향수 자극 허진호 감성 절 멜로 달인 이다,1
12,5957425,울 손 들 횡단보도 건너 때 뛰쳐나오 뻔 범수 연기 드럽 못하,0
13,8628627,하 하 좋 신문 기사 보다 보 자꾸 잊어버리 다 사람 것,1
14,9864035,취향 존중 하 다 진짜 생 극장 보 영화 중 가장 노 재 노 감동 임 스토리 어거지 감동 어거지,0
15,6852435,냥 매번 긴장 되,1
16,9143163,참 사람 웃기 게 바스코 이기 락스 코 까 바비 이기 아이돌 깔 다 그냥 까 싶 안 달 나 것 보이,1
17,4891476,굿바이 레닌 표절 것 이해 하 왜 뒤 갈수록 재미 없 지,0
18,7465483,이건 정말 깨알 캐스팅 하 않 하 내용 구성 잘 버 러 진 깨알 드,1
19,3989148,약탈 자 위하 변명 착 놈 절대 걸,1
20,4581211,나름 하 뜻 있 듯 그냥 학생 선생 놀아나 영화 절대,1
21,2718894,보 웃 지 않 건 하,1
22,9705777,재미없 하 같 음식 영화 만찬 하 넘 차 만찬 이야기 있 음식 보 재미 있 이건 보 게 없 음식 별로 안 나오 핀란드 풍경 구경 하 데 별로 안 나오,0
23,471131,절대 하 영화 수작 걸 말씀 드리,1
24,8480268,주제 좋 중반 하,0
25,4254115,다 짜르 끄 그래서 납득 하 수 없 거 그렇 끄 꼭 그렇 걸 끄,0
26,7295746,고추 털 버리 하 텐 데,1
27,5457633,카 밀 라벨 발 연기,0
28,6091784,,1
29,8322926,센스 있 연출력 하 캐스팅 90년대 향 수 그래서 점,1
30,6331922,엄 포스 위력 다시 번 깨닫 하 주 적 남 꽃 검사 연기 정말 좋 완전 명품 드라마,1
31,9005897,졸 쓰레기 하 말 아시 간 아깝,0
32,164908,재밌 별점 왜 이리 낮,1
33,9671124,라도 기대 하 죄인 죄인,0
34,5712231,아직 드라마 인생 최고,1
35,4726746,패션 대하 열정 안나 윈 투어,1
36,7203432,키 이틀 리가 연기 하 하 건 대체 정신 장애 틱 장애,0
37,112724,허허 원 작가 정신 나가 유령 재미있,1
38,1105872,포스터 있 보이 관객 명,0
39,4805788,영화 왜 이렇 평가 받 지 모르,1
40,9336496,하 하 매력 영화,1
41,9994900,다 알바 가 내용 없 무섭 거도 없 웃기 거도 없 완전 싱겁 영화 시간 넘 아깝 완전 낚이,0
42,6760577,오 두 서리 하 굶주리,1
43,3440864,정말 맘 들 그래서 또 보 싶 또 보 방법 없,1
44,8548510,윤제문 멋지 배우 발견 하 되 하 일탈 하 미소 머금 게 하 음악 조금 아쉽 점 주 싶 평점 올리 싶 점 주,1
45,7719892,평점 속 마시기 시간 낭비 돈 낭비,0
46,9440670,리얼리티 뛰어나 길 하 크 공감 안 가 다 이민기 캐릭터 정신의학 분노 조절 장애 초기 증상 거 툭하면 사람 패 욕 하 물건 파손 하 조금 오바 극 초반 하 가 갈수록 민 정신 상태 공감 불가,0
47,7991636,마이너스 왜 없 보 영화 수준 딱 알 하 북한 거 만들 돈 대 주,0
48,4679407,나 영화 사랑합니다,0
49,9837767,데 리스 타르 가르 용의 주인 되 싶 누이 근친상간 하 다니 소설 속 제일 멋지 놈 자 메 라 니스 터 드라마 속 드래곤 용 제일 멋 지 웃음 감독 토르 다크 월드 말 잡수 기본 선방 하,1
50,9063648,영화 사람 영혼 어 만지 주 수 있 거치 세상사 잠시 잊 동화 같 영화 행복 하,1
51,8272095,르 게이 작은 고추 맵 맛 보이 주 저그 콩 진호 간다,0
52,2345905,이렇 가슴 시리 보 드라마 또 있 감동 자체,1
53,7865630,나 또 꼬마 애가 원하 깊 하 그냥 혼자 대 걸 어쩌라고,0
54,7207064,재미있,1
55,5719655,좋,1
56,1651126,최고,0
57,7246040,너무 충격 기분 완전히 푹 꺼지 하 느낌 활력 없 너무나 무겁 하 차갑 자비 하 그저 일본인 상상력 정말 하 거 같 생각 들,1
58,717775,하 영화,0
59,8317483,백봉기 언제나 오,1
60,1031725,보 내내 그대로 들어맞 예측 카리스마 없 악역,0
61,3993146,불알 나오 당황 아무튼 영화 중간 끝나 느낌,0
62,2196616,하 속 녹 아든 하 일상 조금 하 게 흠,0
63,8203798,보 걸 계속 보 있 전개도 느리 주인공 은희 컷 나오 소극 모습 짜증 맨날 언제 끝나 기 대만 하 있 전개 좀 빨리빨리,0
64,2332588,사랑 하 싶 하 가슴 속 오 감정 헤집 놓 영화 예 정말 최고,1
65,10084753,많 사람 다 큐 보 우리나라 슬프 현대사 단면 대하 깊이 생각 하 사죄 하 바로 잡기 위하 노력 하 하 말 듣 보도 연맹 민간인 학살 정도 일 줄이 이건 하 살인 살인자 다 있,1
66,8518645,예전 작품 캐릭터 에피소드 재탕 삼탕 사골 우려먹 내용 산 가 시청률 아예 안 나오 회 중반 부작,0
67,7956793,김남길 점 연기력 초반 몰입 하 하 손예진,0
68,3996917,재밌 하 영화 안보 신 분 재미있 듯,1
69,8128006,노래 실력 뽑 게 맞 박시환 가면 진짜 망신,0
70,2192046,일본 영화 다 건 가 하,0
71,7250961,이틀 만 다 보 재밌 근데 차 안 물건 넣 조작 하 하 차 안 열리 있 집 안 활짝 열리 들어가 문자 조작 하 하 비번 안 걸리 있 건 억지 스럽 그래도 내용 자체 좋,1
72,5679106,졸 작,0
73,9179128,달팽이 빠르 더 재밌,1
74,9048450,어설프 전개 어이없 결말,0
75,8387244,부패 하 로마노프 왕조 기리 같 영화 온몸 항거 하 러시아 민중 그저 폭 돌,0
76,9803156,내용 전개 하 편이 잘 보,1
77,2135015,매우 실망,0
78,7884025,한국 영화 흥행 코드 가 등 갈등 속 갈등 화해 감동 평점 점 남발 흥행 뻔하,0
79,9801316,아햏햏 아햏햏 아햏햏,1
80,2009382,시작 하 3분 만 나오 리플릿 사진 보 불안 하,0
81,10112591,단연 최고 하 수 있,1
82,7280935,감독 먹 영화 만들 관객 말 하 모르 엉망 진창 개진 창,0
83,5971506,이건 우뢰 매,0
84,9875922,정말 쓰레기 영화,0
85,9850710,진정 하 영화 최고,1
86,1927486,루,0
87,5023820,내일 기대 되,1
88,1859380,근데 조미 막 문 위 좋아하 건 가요,1
89,1635552,진짜 골 까 눈 부라리 때 쓰러지,1
90,7852366,성룡 영화 중 최악 듯,0
91,9480003,골 때 리 걸스데이 혜리 잘 되,1
92,1797212,서기 이쁘,1
93,6374262,완전 재밌 백인 공주 귀여움,1
94,1607129,인상 영화,1
95,8763660,어 내 세 레 스티 완전 강 추 정말 재밌,1
96,9361974,재미있 영화,1
97,7928957,클라라 볼라 화신 보 거,0
98,10250221,진짜 보 너무 슬프 영화,1
99,6122458,설정 재밌 새롭 에피소드 메인 스토리 차차 나오 게 재밌,1
100,10044377,신카이 마코토 작화 미 유 카나 연기 잘 하 주 더 대박 이,1
101,6158844,재미없 진심 이 캐스팅 못하 듯,0
102,1723799,하 게 생각 보 만 하 영화 거 같,1
103,10273782,감독 고은님 쓰 영화 안 보,0
104,1666795,무섭 않 스토리,0
105,4866815,영화 속 억지 스럽 노골적 술 광고 좀 하 센스 있 하 어떻,0
106,7747745,킬링타임,0
107,8213218,크리스마스 하 떠오르 영화,1
108,8659712,재미있 보 매력 행복,1
109,1204710,음악 완전히 빠지 보 수 있 영화 쪼 하 하 데,1
110,3926204,태어나 처음 영화 중간 나오 불륜 로맨스 냐,0
111,2304429,왕 짜증 아주 전개 짬뽕 믹스 하 음향 무섭 하 하,0
112,9685228,솔직히 나 루 덜 시간 낭비 느낌,0
113,7115568,대박,1
114,6205383,시청률 기준 되 패널 가구 하 거지 명작 드라마 다 망치 다 하,1
115,85848,내용 상해,0
116,8741214,몬스터 주식회사 3D 재밌 보,1
117,7785809,내용 전개 너무나 느리,0
118,9757434,소재 흥미 끌 이야기 전개 하 몰입 안 되,0
119,9753792,절대 보 마라 쓰레기 영화,0
120,7520154,중국인 특유 과 장 허풍 있 보이 안 가 힘 쓰 노력 가 상 고증 현실감 떨어지 설정 스럽 도대체 왜 이렇 스스로 과 대포 장하 것,0
121,8902582,그냥 불법체류 자 때려잡 영화 좋 텐 데 우상 만들 미국 하 설정 이건,0
122,9578691,2년 삶 속 주인공 생애 전부 드러나 듯 하,1
123,7469033,별점 점 가자,1
124,3914806,별로 다,0
125,10212945,보 꽤 지나 후 남기 재미있,1
126,9893434,아니 이 왜 점 대 일,0
127,9615602,년 지나 다시 보 되 영화 다시 보 순수 하 사랑 감동 쇼 펜 연기 또한,1
128,10138538,올레 공짜 있 보 허 스토리 문제 연기자 전혀 배역 이랑 어울리 않 그리고 상대 배우 하 다 따로 놓 거 같 이건 연기자 문제 있 보 진심 완전 별로 임 라미란 아들 젤 볼 하,0
129,6139250,너무 욕심 많 영화 쪽 제대로 보이 주,0
130,6738759,빵점,0
131,10108387,베 말 아주 잘 쓰 놓,1
132,5678216,아주 모자라 지 않,0
133,8470143,영화 도둑들 뫼 하 같 나라 만들 지 게 믿 지,0
134,6565615,온몸 용기 가지,1
135,7838658,정말 재미있 교훈 영화,1
136,3526263,당시 상황 주제 주입식 긴장감 있 재밌 전하 작품,1
137,625839,케이블 그만 나오 주,0
138,6153764,다르 리 투 차 안 섞이 채 짬뽕 그릇 담기 있,0
139,9179457,여군 재 없 뭐 하 걸 재 없 다 재 없 질리 다 이제,0
140,3685947,좋,1
141,8747603,한석규 김혜수 연기 돋보이 영화 모르 많이 어설프 영화,0
142,9153275,솔직히 에볼라 바이러스 떠들 석 하 보 되 영화 작품 면 년 영화 보 믿 힘들 정도 정말 잘 만들 보 마지막 후반부 살짝 쉽 하지만 정도 수작 보 다 시간 아깝 않 영화,1
143,2850477,보 만해,0
144,8513072,재미있 허풍 떨 마 세,0
145,8546726,용가리 진짜 짱 짱 매 이다,0
146,8674440,영화 이제서야 보 감히 인생 최고 영화 중 하나로 꼽 수 있 만 하 작품 어떻 살 하 위하 고민 번 더 하 되 시간 그리고 모건 프리먼 나이 들 여전히 하,1
147,6842532,작가 별로 다 내용 진짜 별로 임 맨날 그냥 기대 하 재방송 하 혹시나 하 보 주 답 없 진짜,0
148,9106604,명작 명작 있 싶 보 또 보 여운 남 영화,1
149,10261336,진짜 조금 더 손 좀 보 왜 하 상업 영화 못 지 않 게 만들 지 수 있 아쉽 그래도 충분히 재미있 개인 조금 더 하 더 자극 노출 씨 화끈 하 하 어떻 하 국산 영화 많이 아끼 듯 보이,1
150,8518274,그만 좀 끌 끝내 지 겹 다 지겹,0
151,7348295,,0
152,5882876,역시 드니 연기 일품 맥스 샘 죽이 바 하,1
153,8472176,나름 괜찮 작품,1
154,4446905,너무 좋 영화,1
155,6252170,정말 실망 스럽,0
156,8777723,배우 지 안 뜨 영화 찍 껀 데 왜 안 뜨 지 진짜 모르 거 면상 딱 보 알 왜 지 자신 모르,0
157,8670820,어린이 좋아하 듯 어리 적 동심 멀리 떠나,0
158,3384269,무술 인 왜 총 들,0
159,7781028,점,1
160,9890330,크리스토퍼 왈츠 타란티노 조합,1
161,8660428,한국 에선 하 편 외국 상상 초월 하 하 영화,1
162,10212029,오랜만 영화 보,1
163,8575963,종 방 되 아쉽 오늘 막 방도 잘 보 방송 대본 꽤 완성 있 느낌 받 요즘 드라마 막장 지치 있 수 향 정말 바른 드라마 듯 하 악역 그리 심하 어이없 않 화이팅,1
164,7033414,평점 조절 위원회 나오 웃음 김혜선 내일이 오면 김 순정 순정 역할 제일 정도 잘 해내 줄 정말 의 외 연기 년 사람 요즘 사극 벌어지 있 대하 연기 논란 왠지 코미디 장면 같 웃음,0
165,10122280,영화 끝나 가 때 쯤 멍하 다 보 나 한마디 나오 거 같,1
166,8062501,공유 존 잘,1
167,2937929,하 영화 다 말 하 꺼 끌 성 소재 하 해설 하,1
168,4777325,소파 죽 치 앉 지키 보 이유 없 작품,0
169,7047706,로큰롤,1
170,7263316,주되 타겟 어린이 일반 논리 통하 않 건 알 하지만 게임 흥미 롭 않 요원 주인공 너무 능력 하 별로 재미없 배경 거슬리,0
171,9297500,뮤지컬 영화 사운드 녹음 엉망 남 주 춤 못 추 내용 뻔하 뻔 주인공 목소리 너무 안 어울리 뛰 나가 참 지 심 말리 싶 영국 예산 영화 뮤지컬 영화 맘마미아 110 안 되,0
172,3234156,어리 나이 보 꽤 좋아하 로맨틱 코미디,1
173,6245450,게이 물이 주 모르 보,0
174,5249559,알바 끄 절,0
175,8570013,영화 왜 받 보 그것이 알고 싶다 이 영화 배우 스텝 감독 꼭두각시,0
176,8880577,대 최악,0
177,6197121,정말 아름답 영화 이,1
178,9169160,자극 것 하 지 현대인 보 눈 떼 힘들 연출력,1
179,10066840,뻑 뻑 잘 읽 보 걸 당하,1
180,8681070,정말 짜증 극치 보이 주 영화 굉장히 느낌 하 못생기 남자 애 발 연기 시 종 일관 보 하 게 고 역 듯 흘러나오 하 클래식 풍 음악 조차 듣 싫 짜증 날 정도 상당히 싫 영화,0
181,6077668,감동 감동 정말 최고,1
182,6555618,별점 주 아깝 얼마나 내용 하 지 욕 밖 안 나오 보 재밌 하 사람 초딩 하 너무 화가 나서 것 보 게 없 보 마 세 그냥 티 비판 짜 집기 거 같,0
183,4989285,왜 하 짜증 안내 데,0
184,1711932,돼지 피 먹 닭목 따 장면 에선 역시 무당 하 게,0
185,1870395,버리,0
186,9829888,하 하 잠 오,0
187,8333987,판타지 점 가져가,0
188,8126489,윤종신 복귀 좋 하늘 도대체 왜 뽑히 알 수 없 참가자 실력 따지 전 심사 위원 인격 실력 쌓 오시 길 어 하 허 그만 좀 하,0
189,81637,광장 작품 옛날 것 보고 싶다,1
190,23929,생 최고 영화,1
191,6663588,어리 시절 너무 무섭 재미있 보 추억 판타지 영화 절대 나쁘 짓 금물 지옥 가요,1
192,5503928,기존 멜로 영화 형식 탈피 하 하 감정 절제 지나치 너무 하 영화,0
193,6344106,나 사랑비 서주 쏙 빠지 버리 초 만 쏙 나 절대 잊 않 후회 안 하 거,1
194,10149152,영화 보 교훈 주 남은 인생 하 살 말 안 나오,1
195,9295404,나름 추억 젖 들 좋 생각 없이 가볍 보 오 추천,1
196,9603725,하 싸이코 물 벗어나,1
197,9163009,이 년대 만들 지 건 가요 예전 만들 거 다시 개봉 하 건 가요 너무 허 접하,0
198,9418231,넘 사랑 스럽 영화 다 보 연잇 보 넘 귀여워,1
199,9687122,청춘 영화 만 주 수 있 감성 넘치 나 다 순간 지나가 다시 돌아오 않 테 순간 무한 하 젊음 주 수 있 감성,1
200,4038387,건담 시리즈 중 아직 최고봉,1
201,8913715,개코 요즘 갈수록 코너 달 재 웃음 안 나,0
202,7927383,사다코 한 서리 우물 펀치 감동,1
203,8508764,후세 사랑 하 되 결정 계기 시간 표현 되 않 생명 빼앗 하 이유 등 시 노 출현 하 연극 으 로 더 알리 주 하 생각 들 다 또한 시 노 얼마나 본능 시랑 하 노력 하 더 보이 주 좋 하,0
204,3403149,새벽 시간 하 일본 영화 전부 개 졸 작 다 일본 영화 원래 다 이렇,0
205,1119950,강수연 있 그리고 최정원 신음 신,0
206,6976560,정말 김혜성 너무 예쁘 이현진 도 웃 거 정말 하,1
207,4817061,가발 쓰 싶,0
208,1025241,하 여정 인상 깊 배두나 연기 정말 잘 하,1
209,2922082,10대 위하 성적 호기심 영화,0
210,5444748,감동 영화,1
211,9363921,이건 말 필요 없 그냥 닥치 보,1
212,2361255,기 사람 재밌 멋지 사랑 영화,1
213,2385954,역시 미국 드라마 파워 정말 알 수 없 하 사로잡 버리 최고,1
214,5686473,너무 너무 하,1
215,7227535,거 응답하라 은 지원 원도 스스로 욕 하 않,0
216,1508152,너무 웃기 배꼽 빠지 하 컴 영화 있,1
217,3943125,구성 상당히 부실 하 영화 역시 네이버 평점 믿 수 없,0
218,1922525,장 끌 로드 몰락 가져오 오우삼 헐리우드 작품 중 가장 재미 없 졸 작,0
219,9039778,언제 적 영웅 본색 연출 인지 현실 제로 영화,0
220,7805059,작 거 하나에 설레 하 학창 시절 그때 느낌 다시 느끼 보 수 있 시간 장면 대사 배경 음악 버리 게 없 드라마,1
221,9324383,진심 재미 없 너무 평점 높 화나,0
222,9150201,더럽 재미없 형태 오 닿 않 허무 하 완벽히 하 영화 영양가 없 영화,0
223,7473724,이승기 정말 연기 잘 하 조연 연기 정말 잘 하,1
224,7573034,현실 꿈 꿈 현실,1
225,4550192,오늘 현충일 특집 프로 보 되 년대 매우 하 작품,1
226,1347002,판의 미로 동급,0
227,6590993,제대 하 보 더 재밌,1
228,6580205,영화 보 것 마음 휴가 다녀오 느낌 하 하 하 않 그래서 다시 보 싶 영화 햇살 가득 하 이 부엌 요리 인상,1
229,9666256,코믹 하 건 좋 짜임새 너무 하,0
230,9967162,년 그때 당시 나라 판타지 로맨스 없 아직 신현준 황 장군 연기 음 괜찮 규 전성시대 열리 영화 때 한석규 뿅 가,1
231,5304583,일단 재생 하 괴물 같 서스펜스 귀신 같 흡입 력,1
232,8309459,하 진짜 댓글 보 번 쯤 보 만 하 영화인 거 같 보 기가 차 이 가 죽 직전 소원 들어주 보 죽 직전 막 살 인 거 같 감동 없 진짜 리스트 란 영화 발톱 때 만큼 도 못 따라가 쓰레기 영화 와 존 실망,0
233,8010423,시간 좀 밝 긍정 드라마 보 싶 보 보 오버 하 연기 거슬리 연기 게 너무 표 홍혜정 역 그나마 하 하 나머지 다 하 내 월요일 해피 한 것 보 싶,0
234,7712668,정치인 모순 가 정치범 모순 인가,0
235,5923805,어떻 상상 하,1
236,5613442,좀 어렵 하 전쟁 대하 묘사 잘 모르,0
237,4193028,일본 주년 극장판 만들 데 우리나라 에선 주년 개봉 하니 이건 좀,0
238,9103654,개그콘서트 보 전화 끊 개그콘서트 없애 주,0
239,9737474,한물 간 동서양 배우 싸움판,0
240,8711262,푸 하 하 하 거 기대 안 하 역시 구,0
241,4437265,세계 최초 반공 애니매이션 역사 가치 있,1
242,36087,감각 시각 바라보 색다르 느낌 사랑 문학,1
243,10114923,엄마 무고 하 지 딸 감옥살이 시키 시키 이해 안 되,0
244,3988502,영화 제발 책 보세 감독 미치 겁 니다 따위 만들 놓 화가 날 정도,0
245,512688,신나 흑인 음악 아이스 큐브 뿐 남 게 없,0
246,10010968,드럽 재미없 시간 돈 다 시간 어쩌 걸,0
247,3265565,그저 한마디 알리,1
248,8890254,진짜 하 느끼 수 있,1
249,9119967,재밌 평점 상하 싶 정도 낮,1
250,7435669,옥소리 프로필 사진 점 남기 가 완전 대박 이다 진짜 아우 짜증,0
251,7603466,드라마 너무,1
252,8055931,아 진짜 너무 좋 짱 짱,1
253,2182684,연기 굿,1
254,8154957,영화 다시 안 나오 그때 시절 잘 나타내 주 거 같,1
255,3545895,중간 정도 보 꽤 하,1
256,9414462,콩 까 맛 콩 까 맛,0
257,6291727,소설 재미없,0
258,3427286,액션 영화 범죄 느와르 영화 다 허나 범죄 느와르 영화 실패작,0
259,1207277,알 수 없 매력 빠지 들 영화,1
260,8670966,모녀 토막 살해 하 살인자 성애 말 되 감동 받 사람 본인 피해자 되 감동 받 하 수 있 진심 묻 싶,0
261,6871120,재밌 평점 왜 이렇 구리지,1
262,5124760,걸 보 눈 아깝 진짜 놓 진짜 기 명작,0
263,6931068,필름 값 아깝 재미 더럽 없 점 점 수준 것 매미,0
264,1618314,또 보 싶 보,1
265,4289323,영화 재미있 들,1
266,8381652,남주인공 연기력 안 습 혀 짧 소리 듣 너무 힘들 매니저 역활 분이 남 주인공 하 게 좋 생각 들 정도 영화 자체 적당히 보 하,0
267,8557261,점 딱 액션 스릴러 액션 스릴 없,0
268,3187395,완전 스토리 엉망 구 와 추,0
269,10274403,영화 전달 하 모르 오 글 거리,0
270,2523528,좋 영화,1
271,7041870,더빙 상하 할머니 월래 하,0
272,9268003,이 편 나오,0
273,917164,게 다 부족 하 아니,0
274,1595727,정말 말 그대로 쇼 하 영화,0
275,10079284,년 전 보 기 지 않 진개 카이 거 감독 이름 자 기억 하 두,1
276,9077483,정은지 언니 연기 잘 하 노래 잘 부르 마지막 회 웃 즐겁 보 트로트의 연인,1
277,1724444,이,0
278,7124022,망하,0
279,6409443,아이 시선 보 전쟁 보 내내 가슴 하,1
280,10243387,사람 재미없 하 레알 기 대 안 하 생각 보 만 하 근데 여자 애 복순이 다투 장면 굳이 없 되 생각 하 몰입 겁나 없애 하 보이,0
281,2577310,설정 연속극 같 느낌 들 다 하지만 배우 연기 뛰어나,1
282,4523923,여주인공 인터뷰 하 때 하 죽 주 알 그냥 냥 킬링타임 스릴러,0
283,7862272,미 박스 오피스 위 그냥 몰아주 하 건 가 어떻 영화 위 하 옛날 년대 우뢰 매 수준 물 폭탄 싸움 손 빔 가나 손 물 폭탄 나가 다르 게 지,0
284,573776,감독 여 자 보니 기량 많이 딸리,0
285,9056760,또 보 또 울,1
286,9643549,영화 개연 없 허무 하 만들 버리 다 디 포스터 이쁘 모습 남 영화,0
287,6081437,굳 굳,1
288,9907350,스토리 말 안 되 개막 장 사랑 이야기 아니 예 보 계시 시간 돈 아끼 거 예 휴 그래도 보 호구,0
289,4445737,살리 두 쌀 아깝 세기 명 대사,1
290,6969112,평점 너무 높 전혀 재미있 않 쓸데없이 말 많 류 영화 조연 뒷받침 하 조연 내용 자체 전혀 없 또한 여배우 별로 매력 없 이틀 전 저스트 고위 드 잇 애니 스톤 보 영화 보 가 실망 하,0
291,5149470,맛깔 드라마,1
292,7696175,시베리아 인가 가 훈련 하 때 나오 개작 살,1
293,9197636,이건 시종일관 질질 왜 제목 야경꾼 일지 냐 지금 회 넘어가 즉 달 넘어가 앞 누 군가 얘기 하 더 거 부작 그렇 또 순간 걸 훅 진짜 지루함 지존,0
294,7303814,나이 들 해 가 영화,1
295,6256531,슬픔,1
296,7860179,장면 개연 없 아역 연기 못하 추노 나오 민 언 년 외국 판 주 초반 하 저급 영화,0
297,4813296,영화 정말 별루 예 결말 상하,0
298,8153915,딱히 재미 없,0
299,9698597,송강호 정말 연기 하 위하 태어나 인해 즐거움 느끼 다 역시 송강호 연기 파다,1
300,9936129,일본 영화 수입 금지 시절 비디오 테이프 돌리 보 불 후 명작 그립,1
301,7758340,살인 소재 영화 이토록 재밌 주 살인 대하 감독 해석 정말 재치 있 대 배우 여 년 모습 정말 하 재밌,1
302,7983475,누 미 라파스 신봉선 닮 안 보,0
303,6986888,케이블 그만 좀 재탕 하,0
304,220218,멋지 정말 멋지 말 이외 하 말 없,1
305,8730958,년 어떻 영화 만들 지 의문 당대 최고 영화 지금 보 결코 떨어지 않,1
306,7717145,지금 거 티 비 돈 내 보 있 하,0
307,7713083,쓰레기 연예인 재기 장 그러나,0
308,5941602,굿 좋,0
309,472846,많 감동 주 드라마,1
310,9796817,발 만들 영화 지진 나서 주인공 넘어지 뒤 사람 유유히 걷 다니 있 발 발 연기 발 시나리오 내용 정말 같,0
311,7049293,적당히 하 언제 끝나 것,0
312,214940,잊 수 없 안개 끼 워터 다리 마스코트,1
313,8520381,곤 사토시 감독 년 안타깝 돌아가 가슴 하 정말 천재 감독 암 가시 이제 와서 다시 보 작품 대작,1
314,9360766,많 생각 하 되 예 뼈 지 싶 맘 있 과 하 독,1
315,8830133,구마 없 지 개 줄,0
316,10043297,어리 때 폭 영화로 알 나이 들 이 인생 하 하 지 영화 세상 살아가 갈수록 오 닿 게 많 지 요 세상 비정 하 비정 함마 지 하 지 게 친구,1
317,3398464,영상 너무나 멋지,1
318,1576800,비디오 있 보 1997년 도인 줄 모르 정도 잘 만들 긴장감 있,1
319,4913424,처 주,1
320,9182989,년 만들 지 것 재밌 영화 길 좀 다듬 소재 좋 몰입 감 기대 이상 매끄럽 못하 부분 있 연기 다 잘 하 듯,1
321,8189929,철 지나 폭 코미디 뼈대 있 가문 이야기 섞 다 하 박정아 하 배우 보 하 연기 펼치 기억 남 건 없,0
322,8823884,군더더기 없이 잘 진행 되 재미 없 게 문제,0
323,10052602,하 보 재밌 탑 연기 못하 주 알 배우 포스 잘 하,1
324,7728430,다 미 괜찮,1
325,1374993,지대 짜증 아빠 보 앗 하 죽 주,0
326,6394494,점 못 주,0
327,3743025,빠 순이 영화,1
328,1699544,최악 애니메이션 하 재미 없 스토리 하,0
329,6352418,좋 의도 다르 하 표현법,0
330,2211206,줄리아 로버츠 귀엽 연인 년 끄,0
331,10212408,하,0
332,9751638,예술가 사람 인생 당시 시대 상황 지 느끼 수 있 명작,1
333,10225984,관객 수 너무 아쉽 영화 베테랑 더 류승완 감독 역작 더 강하 악역 이다,1
334,5591006,한창 핵 펭귄 남북 거짓 평화로 국민 속 때 만들 지 영화,0
